text_cbf_cosine,y_true,y_pred_ml,y_pred_baseline
0.27592113093901977,0,0,0
0.16206917199245188,0,0,0
0.28454838002090904,0,0,0
0.27763706156041773,0,0,0
0.8548329427728585,1,1,0
0.1749741181689038,0,0,0
0.2714376425829972,0,0,0
0.22274977384090563,0,0,0
0.26144349280800105,0,0,0
0.2901393951346936,0,0,0
0.6492642263935927,1,1,0
0.7756167516781626,1,1,0
0.2238011539776753,0,0,0
0.28298998804433584,0,0,0
0.4849080288340229,0,0,0
0.6953853275243823,1,1,0
0.7532018450525607,1,1,0
0.08971337506825125,0,0,0
0.333867950089585,0,0,0
0.7681154837998054,1,1,0
0.1542381743097811,0,0,0
0.13371945470599492,0,0,0
0.25923792368260634,0,0,0
0.20831080959324552,0,0,0
0.20555661294825947,0,0,0
0.20590491584636922,0,0,0
0.36511038089107956,0,0,0
0.22234578198835667,0,0,0
0.27091418459143857,0,0,0
0.12375966910186263,0,0,0
0.1680370303711799,0,0,0
0.1658091331070182,0,0,0
0.12635708425057254,0,0,0
0.4651434872454787,0,0,0
0.8148846810370067,1,1,0
0.17500582499496253,0,0,0
0.22049818089751133,0,0,0
0.25864893551812695,0,0,0
0.42175054120051053,0,0,0
0.4729444228369505,0,0,0
0.16666666666666666,0,0,0
0.2600254837461719,0,0,0
0.223606797749979,0,0,0
0.24639303355008235,0,0,0
0.1939179379703349,0,0,0
0.21370629144625655,0,0,0
0.2916082805444714,0,0,0
0.1877377411437009,0,0,0
0.16932136536964912,0,0,0
0.8888888888888888,1,1,0
0.2763397118831029,0,0,0
0.2046644185989969,0,0,0
0.2604618505402556,0,0,0
0.1777670486774915,0,0,0
0.7815036806726284,1,1,0
0.387534708359329,0,0,0
0.2702702702702703,0,0,0
0.20368967565235127,0,0,0
0.2554455260054013,0,0,0
0.21335836885078166,0,0,0
0.31138282809744733,0,0,0
0.1336306209562122,0,0,0
0.2553148031892709,0,0,0
0.06407097870320745,0,0,0
0.2083446370599543,0,0,0
0.16253919111429965,0,0,0
0.07635417155709334,0,0,0
0.31670953092386267,0,0,0
0.12027695586485274,0,0,0
0.09901475429766744,0,0,0
0.1146704642278243,0,0,0
0.27319549301966434,0,0,0
0.2625820697221865,0,0,0
0.20118695404073914,0,0,0
0.12519334891679784,0,0,0
0.7412843500049012,1,1,0
0.23757425355816872,0,0,0
0.7567242423415339,1,1,0
0.2747121604861078,0,0,0
0.07755019499051667,0,0,0
0.3373005262694457,0,0,0
0.14876829731503155,0,0,0
0.30450976587995104,0,0,0
0.8086937042208113,1,1,0
0.31875236574899374,0,0,0
0.08333333333333333,0,0,0
0.682930974839124,1,1,0
0.27521509584829384,0,0,0
0.5008183311531247,0,0,0
0.15667199731347392,0,0,0
0.12267912301642958,0,0,0
0.26877277758387147,0,0,0
0.19507968281733754,0,0,0
0.25850938295094134,0,0,0
0.22860502198170268,0,0,0
0.7715073006803381,1,1,0
0.1606227186908563,0,0,0
0.15472964841537132,0,0,0
0.10259116933219949,0,0,0
0.528563295573896,0,1,0
0.7333333333333333,1,1,0
0.3097354397518004,0,0,0
0.1047697595156187,0,0,0
0.12230473724865527,0,0,0
0.3498992134725563,0,0,0
0.379746835443038,0,0,0
0.24618298195866545,0,0,0
0.228874303561587,0,0,0
0.17568209223157663,0,0,0
0.6297325778692686,0,1,0
0.125,0,0,0
0.2150183171553735,0,0,0
0.21271029558534027,0,0,0
0.2038257906579979,0,0,0
0.14744195615489714,0,0,0
0.10882143751650174,0,0,0
0.13513513513513514,0,0,0
0.30779350562554625,0,0,0
0.19978980551207967,0,0,0
0.6452821661495841,1,1,0
0.2891050800412609,0,0,0
0.48866877310845297,0,0,0
0.2000204112874951,0,0,0
0.1251293326781548,0,0,0
0.21113733998186465,0,0,0
0.40479337680182187,0,0,0
0.22436945844677306,0,0,0
0.23676013879409538,0,0,0
0.20779663425385755,0,0,0
0.1823726946733803,0,0,0
0.6006172826505904,0,1,0
0.19253814742825118,0,0,0
0.21766269588592316,0,0,0
0.09014978717104176,0,0,0
0.23233834511910761,0,0,0
0.12961896184130317,0,0,0
0.09619721404877635,0,0,0
0.24897750082761963,0,0,0
0.1717682371724689,0,0,0
0.17093520167692652,0,0,0
0.11020078277271521,0,0,0
0.25617376914899,0,0,0
0.7606111828596579,1,1,0
0.15346245351121282,0,0,0
0.16585768577254587,0,0,0
0.7987761717506643,1,1,0
0.22633486846575665,0,0,0
0.20941168923426762,0,0,0
0.3701780228629409,0,0,0
0.10535146517268396,0,0,0
0.3889889503568741,0,0,0
0.18385094394819756,0,0,0
0.3109682918232345,0,0,0
0.23693955110363693,0,0,0
0.7889375902433131,1,1,0
0.11832159566199231,0,0,0
0.1661757475835969,0,0,0
0.22951162341868647,0,0,0
0.5961079755653117,0,1,0
0.18203641092364128,0,0,0
0.18201783862232032,0,0,0
0.2613256281272159,0,0,0
0.10886621079036346,0,0,0
0.2996122841062676,0,0,0
0.1596083539498728,0,0,0
0.7624744003120868,1,1,0
0.760358163061352,1,1,0
0.17265347081854907,0,0,0
0.3770512132005971,0,0,0
0.16607306486718587,0,0,0
0.3457170297823858,0,0,0
0.13878402750067523,0,0,0
0.1538554437923503,0,0,0
0.24209101306752093,0,0,0
0.15821059682251107,0,0,0
0.2207836961315449,0,0,0
0.13631448295313947,0,0,0
0.21889875894272828,0,0,0
0.3353752998661345,0,0,0
0.734034038821943,1,1,0
0.7653390109310334,1,1,0
0.2333909678490532,0,0,0
0.6050193910256012,0,1,0
0.37453713566053015,0,0,0
0.29758060566419625,0,0,0
0.14013023107737357,0,0,0
0.1999723240848326,0,0,0
0.7463466005026361,1,1,0
0.2025406805378299,0,0,0
0.15911145683514602,0,0,0
0.25033977563316356,0,0,0
0.25744482261527496,0,0,0
0.2126124928181854,0,0,0
0.15289018630918963,0,0,0
0.2894795252438466,0,0,0
0.6888467201936644,1,1,0
0.190139647949489,0,0,0
0.16893237680338338,0,0,0
0.6778153149823674,1,1,0
0.22681468899490434,0,0,0
0.18081693429888276,0,0,0
0.18762218965128746,0,0,0
0.2108769334338085,0,0,0
0.7742096611387637,1,1,0
0.2552613778869102,0,0,0
0.7444860345486909,1,1,0
0.24339500009447904,0,0,0
0.18188314505802256,0,0,0
0.23757425355816872,0,0,0
0.3880249118230536,0,0,0
0.2551551815399144,0,0,0
0.31851102863530306,0,0,0
0.34950246670598467,0,0,0
0.22537446792760446,0,0,0
0.14530809605321618,0,0,0
0.0780189497605494,0,0,0
0.20018024336507503,0,0,0
0.1567723603339241,0,0,0
0.40844777656932457,0,0,0
0.24845199749997665,0,0,0
0.3084920742470416,0,0,0
0.7888934916555406,1,1,0
0.3414607062514212,0,0,0
0.7885887649541754,1,1,0
0.1356907063105517,0,0,0
0.05631144819995716,0,0,0
0.22408839143880815,0,0,0
0.09336581850673528,0,0,0
0.6201481997912045,1,1,0
0.270801280154532,0,0,0
0.16159143264935535,0,0,0
0.2976279144820378,0,0,0
0.24795914953354387,0,0,0
0.7547505681453376,1,1,0
0.2721655269759087,0,0,0
0.19277164398874674,0,0,0
0.28057938012106604,0,0,0
0.22511258444537405,0,0,0
0.12247448713915891,0,0,0
0.7491573949533389,1,1,0
0.7773377308432022,1,1,0
0.34310427837457674,0,0,0
0.23811211171689534,0,0,0
0.12902837443336174,0,0,0
0.20729006155818724,0,0,0
0.24640269015229058,0,0,0
0.2201927530252721,0,0,0
0.3432012745400844,0,0,0
0.8224303937582316,1,1,0
0.28146386674102325,0,0,0
0.21368557015859668,0,0,0
0.23464053310389682,0,0,0
0.4490180165820414,0,0,0
0.22080322198412297,0,0,0
0.340733137818191,0,0,0
0.5620685479828764,0,1,0
0.251259453814803,0,0,0
0.330761939826648,0,0,0
0.15313266275716875,0,0,0
0.20423764212434412,0,0,0
0.314970394174356,0,0,0
0.08206099398622183,0,0,0
0.21446443467898754,0,0,0
0.12275379077928687,0,0,0
0.3089533002315327,0,0,0
0.8000553690695199,1,1,0
0.1182165609358651,0,0,0
0.7466013667894412,1,1,0
0.16000800060005,0,0,0
0.22499335450047853,0,0,0
0.30120481927710846,0,0,0
0.6749655638598863,1,1,0
0.5098275426587375,0,0,0
0.8241266416962401,1,1,0
0.24251094575618393,0,0,0
0.8150827329735894,1,1,0
0.09349970304350656,0,0,0
0.7027422676885616,1,1,0
0.13696356726888637,0,0,0
0.8154619094228429,1,1,0
0.3583894328601817,0,0,0
0.18899391469010318,0,0,0
0.20869967789998034,0,0,0
0.3325919951966419,0,0,0
0.28967673658403115,0,0,0
0.18186457702723988,0,0,0
0.24849460996877465,0,0,0
0.35653387232688305,0,0,0
0.17982699972911248,0,0,0
0.7239227659930269,1,1,0
0.351733311386641,0,0,0
0.16494163644976095,0,0,0
0.11846977555181847,0,0,0
0.22687130324325755,0,0,0
0.2842676218074806,0,0,0
0.7753976001743651,1,1,0
0.2597402597402597,0,0,0
0.7600675645642976,1,1,0
0.22644882372722067,0,0,0
0.15415176003458286,0,0,0
